id,question,answer,context,response,response_length,Faithfulness,Completeness,Answer_Relevance,Context_Relevance,Context_Recall,exact_match,generated_tokens,response_tokens,latency,resource_used
tc_453,"In the Bible, who did the sun and moon stand still before?",Joshua,"Did the Sun Stand Still? by : ... Before anyone can dismiss the Bible because it reports miracles as though they ... Moon, and Sun, and still maintain every other ...
Sun, Stand Thou Still. ... One of the more astounding passages in the traditional Bible ... the fact that both the sun and moon were observed to stand still at the ...
... Did the Sun Actually Stand Still in Joshua's Long Day? ... Sun, stand still over Gibeon; and Moon, ... International Standard Bible Encyclopedia, W. Lotz, ...
The Lost Day Did NASA scientists discover a ... 10:13 And the sun stood still, and the moon ... Even if the sun really did once stand still for a ...
... ""Sun, stand still over Gibeon, and you, moon, ... Joshua prayed to the LORD before Israel: ""O sun, stand still over Gibeon! ... Joshua 10:12 French Bible
Joshua Commands the Sun To Stand Still ... So the sun and the moon stopped and stood still ... including the NIV Study Bible. With Bible Gateway Plus, ...
Is, Was and Will Be ... Did the Sun Stand Still? Posted March 12, ... In Joshua he commanded the sun to "" stand still"" and the Moon to ""stand still"".
Apologetics Press - Did the Sun Stand Still?
Did the Sun Stand Still?
by 
Brad Bromling, D.Min.
Q.
How can I believe the Bible is reliable when it says that the Sun “stood still” at the request of Joshua?
A.
This question relates to the history narrated in Joshua 10. After the defeat of Ai, five kings of Canaan joined forces to attack the city of Gibeon for making an alliance with Israel. Upon hearing of this move, Joshua and his men marched through the night from Gilgal to Gibeon where, with the Lord's help, Israel waged war. In the midst of battle, Joshua prayed to God that the Sun would stand still until Israel could vanquish her enemy. This request was granted, as the record states: “So the sun stood still in the midst of heaven, and did not hasten to go down for about a whole day. And there has been no day like that, before it or after it, that the Lord heeded the voice of man, for the Lord fought for Israel” (Joshua 10:13-14).
Critics insist that such an event is impossible, and thereby impugn the veracity of the Scriptures. Various solutions to this alleged problem have been proposed. This article will consider four of them. First, some suggest that the text should be understood in a figurative sense and that the event did not involve a miracle. Hence, it is suggested that the Lord helped Israel win the battle in such an incredibly short time that she felt as though the day had been lengthened, when in fact it was not (Keil, 1980, 2:110). Second, some scholars take the language figuratively and attach a purely naturalistic explanation to the event. Donald Patten and his colleagues believe that the planet Mars passed by Earth in an unusually close orbit that caused the Earth to tilt on its axis (1973, pp. 172-198). Viewed from the right geographical location, the Sun actually would hang in the sky longer than normal. Third, others suggest that a local miracle took place. Hence, the Sun’s rays may have been refracted miraculously so that they gave every appearance of daylight-illumination in Palestine, when in reality the Sun had slipped below the horizon (Davis, 1980, p. 69). Fourth, still others take the language literally and accept that the Sun was indeed halted miraculously. Henry Morris explains that even more may have been involved: “Since the account says that the moon also stood still (Joshua 10:13), it may be that the entire solar system stopped in its tracks for a day, with all relative positions and motions simply suspended” (1971, p. 73).
Each of these solutions has met with criticism. Against the first it has been contended that a cardinal rule of interpretation is that a passage is to be considered literal until proven figurative. Joshua 10 reads like simple, historical narration. The Lord could have made the day “seem” long, but the text says that “the sun stood still, and the moon stopped, till the people had revenge upon their enemies” (Joshua 10:13). The second has been challenged for lack of evidence. The notion that the Earth shifted on its axis in response to a fly-by of Mars is purely hypothetical. The third option is rejected out-of-hand by anyone who refuses to accept the possibility of miraculous occurrences. Against the literal reading, it is argued that since the Earth orbits the Sun, it would have been the Earth that ceased to rotate, rather than the Sun stopping, that lengthened the day. Also, if the Earth stopped it would experience incalculable global catastrophes.
[...]","The context explicitly mentions that Joshua prayed to God for the sun and moon to stand still during a battle, and the text states that the sun and moon stopped and stood still before him. This is directly referenced in the biblical account of Joshua 10.",47,1,1,1,1,1,0,20296,1206,32.38303875923157,1119570900.2929688
tc_455,What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,Dangerous Minds,"""Gangsta's Paradise"" is a rap song by Coolio featuring L.V. from the movie Dangerous Minds (1995) (starring Michelle Pfeiffer). The song was later released on the albums Gangsta's Paradise and Dangerous Minds soundtrack in 1995. Coolio was awarded a Grammy for the song/album. The song was voted as the best single of the year in The Village Voice Pazz & Jop critics poll. The song was also listed at number 69 on Billboard's Greatest Songs of All-Time and number one biggest selling single of 1995 on U.S. Billboard. In 2008, it was ranked number 38 on VH1's 100 Greatest Songs of Hip Hop.","The context explicitly mentions that the Coolio song ""Gangsta's Paradise"" was featured in the movie ""Dangerous Minds,"" which stars Michelle Pfeiffer. This song was part of the movie's soundtrack and contributed to its success.",39,1,1,1,1,1,0,26143,314,13.0447256565094,1119570900.2929688
30,,,,,,,,,,,0,36324,314,13.0447256565094,1119570900.2929688
31,,,,,,,,,,,0,51820,314,13.0447256565094,1119570900.2929688
tc_517,Who was the last inmate of Spandau jail in Berlin?,Rudolf Hess,"Spandau Prison was demolished in 1987 after the death of its last prisoner, Rudolf Hess, to prevent it from becoming a neo-Nazi shrine. The prison was operated by the Four-Power Authorities to house Nazi war criminals sentenced at the Nuremberg Trials. Only seven prisoners were finally imprisoned there, and after the release of Speer and von Schirach in 1966, Rudolf Hess was the only inmate remaining in the prison.","The context explicitly states that Rudolf Hess was the last inmate of Spandau Prison, and the prison was demolished in 1987 after his death. This confirms he was the final prisoner.",29,1,1,1,1,1,0,10490,232,7.458085060119629,1119570900.2929688
tc_518,What was Eddie Murphy's first movie?,48 Hours,"Eddie Murphy Celebrity Profile - Check out the latest Eddie Murphy photo gallery, ... is a trusted measurement of movie and TV programming quality for millions of ...
Birthplace:
Brooklyn, New York
The son of a Brooklyn policeman who died when he was eight, African-American comedy superstar Eddie Murphy was raised in the comfortable middle-class community of Hempstead, NY, by his mother and stepfather. A natural-born class clown, he was voted the most popular student at Roosevelt Junior and Senior High. By the age of 15, he was doing standup gigs at 25 to 50 dollars a pop, and within a few years he was headlining on the comedy-club circuit.
Murphy was 19 he was when hired as one of the backup performers on the NBC comedy weekly Saturday Night Live. His unique blend of youthful arrogance, sharkish good cheer, underlying rage, and street-smart versatility transformed the comedian into SNL's prime attraction, and soon the country was reverberating with imitations of such choice Murphy characterizations as sourball celebrity Gumby, inner-city kiddie host Mr. Robinson, prison poet Tyrone Green, and the Little Rascals' Buckwheat. Just when it seemed that he couldn't get any more popular, Murphy was hastily added to the cast of Walter Hill's 1982 comedy/melodrama feature film 48 Hours, and voila, an eight-million-dollars-per-picture movie star was born. The actor followed this cinematic triumph with John Landis' Trading Places, a Prince and the Pauper update released during the summer of 1983, the same year that the standup album Eddie Murphy, Comedian won a Grammy. In 1984, he finally had the chance to carry a picture himself: Beverly Hills Cop, one of the most successful pictures of the decade. Proving that at this juncture Murphy could do no wrong, his next starring vehicle, The Golden Child (1986), made a fortune at the box office, despite the fact that the picture itself was less than perfect. After Beverly Hills Cop 2 and his live standup video Eddie Murphy Raw (both 1987), Murphy's popularity and career seemed to be in decline, though his staunchest fans refused to desert him. His esteem rose in the eyes of many with his next project, Coming to America (1987), a reunion with John Landis that allowed him to play an abundance of characters -- some of which he essayed so well that he was utterly unrecognizable.
Murphy bowed as a director, producer, and screenwriter with Harlem Nights (1989), a farce about 1930s black gangsters which had an incredible cast (including Murphy, Richard Pryor, Della Reese, Redd Foxx, Danny Aiello, Jasmine Guy, and Arsenio Hall), but was somewhat destroyed by Murphy's lazy, expletive-ridden script and clichéd plot that felt recycled from Damon Runyon stories. Churned out for Paramount, the picture did hefty box office (in the 60-million-dollar range) despite devastating reviews and reports of audience walkouts. Murphy's box-office triumphs continued into the '90s with a seemingly endless string of blockbusters, such as the Reginald Hudlin-directed political satire The Distinguished Gentleman (1992), that same year's ""player"" comedy Boomerang, and the Landis-directed Beverly Hills Cop III (1994). After an onscreen absence of two years following Cop, Murphy reemerged with a 1996 remake of Jerry Lewis' The Nutty Professor. As directed by Tom Shadyac and produced by the do-no-wrong Brian Grazer, the picture casts Murphy as Dr. Sherman Klump, an obese, klutzy scientist who transforms himself into Buddy Love, a self-obsessed narcissist and a hit with women. As an added surprise, Murphy doubles up his roles as Sherman and Buddy by playing each member of the Klump family (beneath piles and piles of latex). The Nutty Professor grossed dollar one and topped all of Murphy's prior efforts, earning well up into the hundreds of millions and pointing the actor in a more family-friendly direction. His next couple of features, Dr. Dolittle and the animated Mulan (both 1998), were children-oriented affairs, although in 1999 he returned to more mature material with the comedies Life (which he also produced) and Bowfinger; and The PJs, a fairly bawdy claymation sitcom about life in Sout
Photos
Prince Akeem, Clarence, Saul, Randy Watson
1988","The context explicitly states that Eddie Murphy was added to the cast of Walter Hill's 1982 film ""48 Hours,"" which marked the beginning of his movie career. This is directly cited as his first movie.",23,1,1,1,1,1,0,2376,1093,23.707336902618408,1119570900.2929688
34,,,,,,,,,,,0,48271,1093,23.707336902618408,1119570900.2929688
tc_540,Kagoshima international airport is in which country?,Japan,"Kagoshima Airport is one of the largest airports in Japan. ... Country: Japan; Country code: JP; City: ... Hiroshima International Airport (HIJ) Kerama Airport ... Kagoshima Airport (KOJ), Kagoshima, ... Kagoshima Airport: City: Kagoshima: Country: ... Distance from Kagoshima Airport to Osaka International Airport ... Information on Kagoshima Airport, ... City : Kagoshima: Country : Japan: World Area Code : 736: ... International Calls; Education; Kagoshima Airport in Kagoshima in Japan .Visit ... Country: Japan: Address: Kagoshima ... then Kagoshima International Airport is the best place for you where ... Kagoshima: Country: Japan: Address: Kagoshima, JAPAN: ... then Kagoshima International Airport is the best place for you where you will like to spend your precious time.","The context explicitly states that Kagoshima Airport is located in Japan, with multiple references to ""Country: Japan"" and ""Kagoshima, Japan."" This confirms that the airport is in Japan.",29,1,1,1,1,1,0,12872,327,10.261583805084229,1119570900.2929688
36,,,,,,,,,,,0,30407,327,10.261583805084229,1119570900.2929688
tc_559,Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,Stars on 45 medley,"""Bette Davis Eyes"" is a classic hit song ... Kim Carnes. It spent nine weeks at #1 on the ... Hot 100 interrupted for one week by the ... The Carnes version spent nine non-consecutive weeks on top of the U.S. Billboard Hot 100 interrupted for one week by the ""Stars on 45 Medley"" and was Billboard's biggest hit of the year for 1981.","The context explicitly states that Kim Carnes' version of ""Bette Davis Eyes"" spent nine non-consecutive weeks at No. 1 on the Billboard Hot 100, with one week interrupted by the ""Stars on 45 Medley."" This directly answers the question.",35,1,1,1,1,1,0,2809,254,7.400275230407715,1119570900.2929688
tc_561,Where in Canada is the Lion's Gate bridge?,Vancouver,The Lions Gate Bridge in British Columbia connects the city of Vancouver to the north shore...,"The context explicitly states that the Lions Gate Bridge is located in British Columbia and connects Vancouver to the north shore, confirming its location in Vancouver, Canada.",31,1,1,1,1,1,0,22443,147,8.321598768234253,1119570900.2929688
tc_564,What was Walter Matthau's first movie?,The Kentuckian,"... actor Walter Matthau parlayed his rumpled, ... First Monday in October 1981 (Movie) ... Billed as Walter Matuschanskavasky for his cameo in ...
Actor Walter Matthau dies ... Walter Matthau, the foghorn-voiced movie villain who became a master of ... Matthau's first Broadway role came at the age of 28 ...
Walter Matthau | Biography and Filmography | 1920
Starred opposite Burnett in ""The Marriage Fool"" (CBS), directed by son Charles
1998
Reprised role of Oscar to Lemmon's Felix in the ill-advised ""The Odd Couple II"", scripted by Simon
1997
Twelfth acting collaboration with Lemmon, ""Out to Sea""
1996
Played angry, aging Jewish radical in Herb Gardner's film version of his play ""I'm Not Rappaport""; co-starred Ossie Davis
1995
Reteamed with son, acting in Charles' sophomore feature as director, ""The Grass Harp"", based on the novel by Truman Capote; in addition to Lemmon, Roddy McDowell, Sissy Spacek, Piper Laurie and Joe Don Baker acted in film
1995
Reprised role opposite Lemmon in sequel, ""Grumpier Old Men"", which again featured Ann-Margret; also co-starred Sophia Loren
1994
Essayed Albert Einstein for Fred Schepisi's ""I.Q."", which reteamed him with Gene Saks playing one of his cronies
1993
Portrayed the original grumpy old man, Mr. Wilson, in feature version of ""Dennis the Menace""
1993
Co-starred with Jack Lemmon in ""Grumpy Old Men"", which reteamed him with Ann-Margret
1991
Acted in ""Mrs. Lambert Remembers Love"" (CBS), directed by son Charles Matthau
1990
Returned to the small screen as star of ""The Incident"" (CBS), directed by Joseph Sargent; appeared in two sequels, ""Against Her Will: An Incident in Baltimore"" (1992) and ""Incident in a Small Town"" (1994), both helmed by Delbert Mann
1988
Again collaborated with Ritchie on ""The Couch Trip""; also played a priest who exorcises the devil out of a woman in Roberto Begnini's ""The Little Devil"" (never released in USA)
1986
Played peg-leg Captain Red in Roman Polanski's ""Pirates""
1983
Reteamed with Ritchie on ""The Survivors"", co-starring Robin Williams
1981
Reunited with Ross and Simon for ""I Ought to be in Pictures""; first film with Ann-Margret
1981
Third and last collaboration with Wilder, ""Buddy Buddy"", co-starring Lemmon
1980
Reteamed with Jackson on ""Hopscotch""
1980
Executive produced and starred in Walter Bernstein's remake of ""Little Miss Marker""
1978
Reteamed with Ross, Simon and Elaine May on ""California Suite""
1978
""House Calls"", his first film with Glenda Jackson, teamed him again with Carney who offered an hysterical turn as the addle-brained head of surgery at Matthau's hospital; also acted in Ritt's ""Casey's Shadow""
1976
Made a fine, irascible coach of ""The Bad News Bears"", directed by Michael Ritchie
1975
First of three films directed by Herbert Ross and scripted by Simon from his plays, ""The Sunshine Boys"", co-starring George Burns; earned another Oscar nod as Best Actor
1974
Reunited with Wilder, Lemmon and Burnett for the uneven remake of ""The Front Page""
1974
Billed as Walter Matuschanskavasky for his cameo in ""Earthquake"", adding fuel to a flame he had fanned by jokingly telling a writer a few years before that it was his ""real"" name
1974
First stage appearance in almost a decade (and to date last stage role), ""Juno and the Paycock"" in Los Angeles
1972
Made rare TV appearance in ""Awake and Sing"" (PBS)
1972
Acted opposite Carol Burnett in Martin Ritt's ""Pete 'n' Tillie""
1970
Portrayed ""gold digger"" with murder on his mind in Elaine May's ""A New Leaf""
1970
Starred as ""Kotch"", directed by Lemmon; earned first Oscar nomination as Best Actor
1970
Second film version of a Neil Simon play, ""Plaza Suite""
1968
Played romantic lead in Kelly's film version of the musical ""Hello, Dolly!""; Barbra Streisand played Dolly Levi
1968
Reteamed with Saks for ""Cactus Flower"", acting opposite Ingrid Bergman and Goldie Hawn (who won a Best Supporting Actress Oscar in her first significant film role)
1968
Reprised ""Odd Couple"" role opposite Lemmon's Felix in film version directed by Gene Saks
1967
Reteamed with Carney in Gene Kelly's ""A Guide for the Married Man""
1966
First film with Jack Lemmon and first collaboration with writer-director Billy Wilder, ""The Fortune Cookie""; won Best Supporting Actor Oscar
1965
Slowed down by a serious heart attack; would have a quadruple by-pass operation in 1977
1965
Originated role of Oscar Madison on Broadway in Neil Simon's ""The Odd Couple"" opposite Art Carney as Felix Unger
1963
Turned in another fine, villainous turn in Stanley Donen's ""Charade"", starring Cary Grant and Audrey Hepburn
1959
Sole film as director, ""The Gangster Story""; also co-starred
1958
Portrayed evil crime boss in Michael Curtiz's ""King Creole"", starring Elvis Presley
1957
Starred in short-lived syndicated TV series, ""Tallahassee 7000""
1957
Played a cynical newsman investigating Andy Griffith's character in ""A Face in the Crowd""
1956
[...]","The context explicitly states that Walter Matthau's first film was ""The Kentuckian"" in 1955, where he played a villain opposite Burt Lancaster.",20,1,1,1,1,1,0,7295,1520,32.77080702781677,1119570900.2929688
